0	Is	NO
0	Sadness	NO
0	a	NO
0	Disease	NO
0	?	NO
1	NEW	NO
1	YORK	NO
1	–	NO
1	Sadness	NO
1	is	NO
1	one	NO
1	of	NO
1	the	NO
1	small	NO
1	number	NO
1	of	NO
1	human	NO
1	emotions	NO
1	that	NO
1	have	NO
1	been	NO
1	recognized	NO
1	in	NO
1	all	NO
1	societies	NO
1	and	NO
1	in	NO
1	all	NO
1	time	NO
1	periods	NO
1	.	NO
2	Some	NO
2	of	NO
2	the	NO
2	earliest	NO
2	known	NO
2	epics	NO
2	,	NO
2	such	NO
2	as	NO
2	The	NO
2	Iliad	NO
2	and	NO
2	Gilgamesh	NO
2	,	NO
2	feature	NO
2	protagonists	NO
2	’	NO
2	intense	NO
2	sadness	NO
2	after	NO
2	the	NO
2	loss	NO
2	of	NO
2	close	NO
2	comrades	NO
2	.	NO
3	Likewise	NO
3	,	NO
3	anthropological	NO
3	work	NO
3	across	NO
3	a	NO
3	great	NO
3	range	NO
3	of	NO
3	societies	NO
3	clearly	NO
3	describes	NO
3	emotions	NO
3	of	NO
3	sadness	NO
3	that	NO
3	develop	NO
3	in	NO
3	response	NO
3	to	NO
3	frustration	NO
3	in	NO
3	love	NO
3	,	NO
3	humiliation	NO
3	by	NO
3	rivals	NO
3	,	NO
3	or	NO
3	the	NO
3	inability	NO
3	to	NO
3	achieve	NO
3	valued	NO
3	cultural	NO
3	goals	NO
3	.	NO
4	Even	NO
4	primates	NO
4	display	NO
4	physiological	NO
4	and	NO
4	behavioral	NO
4	signs	NO
4	after	NO
4	losses	NO
4	that	NO
4	are	NO
4	unmistakably	NO
4	similar	NO
4	to	NO
4	sadness	NO
4	among	NO
4	humans	NO
4	.	NO
5	There	NO
5	is	NO
5	little	NO
5	doubt	NO
5	that	NO
5	evolution	NO
5	designed	NO
5	people	NO
5	to	NO
5	have	NO
5	a	NO
5	propensity	NO
5	to	NO
5	become	NO
5	sad	NO
5	after	NO
5	such	NO
5	situations	NO
5	.	NO
6	Depressive	NO
6	mental	NO
6	disorders	NO
6	also	NO
6	have	NO
6	been	NO
6	known	NO
6	for	NO
6	as	NO
6	long	NO
6	as	NO
6	written	NO
6	records	NO
6	have	NO
6	been	NO
6	kept	NO
6	.	NO
7	Writing	NO
7	in	NO
7	the	NO
7	fifth	NO
7	century	NO
7	BC	NO
7	,	NO
7	Hippocrates	NO
7	provided	NO
7	the	NO
7	first	NO
7	known	NO
7	definition	NO
7	of	NO
7	melancholia	NO
7	(	NO
7	what	NO
7	we	NO
7	now	NO
7	call	NO
7	“	NO
7	depression	NO
7	”	NO
7	)	NO
7	as	NO
7	a	NO
7	distinct	NO
7	disorder	NO
7	:	NO
7	“	NO
7	If	NO
7	fear	NO
7	or	NO
7	sadness	NO
7	last	NO
7	for	NO
7	a	NO
7	long	NO
7	time	NO
7	it	NO
7	is	NO
7	melancholia	NO
7	.	NO
7	”	NO
8	The	NO
8	symptoms	NO
8	that	NO
8	Hippocrates	NO
8	associated	NO
8	with	NO
8	melancholic	NO
8	disorder	NO
8	–	NO
8	“	NO
8	aversion	NO
8	to	NO
8	food	NO
8	,	NO
8	despondency	NO
8	,	NO
8	sleeplessness	NO
8	,	NO
8	irritability	NO
8	,	NO
8	restlessness	NO
8	”	NO
8	–	NO
8	are	NO
8	remarkably	NO
8	similar	NO
8	to	NO
8	those	NO
8	contained	NO
8	in	NO
8	modern	NO
8	definitions	NO
8	of	NO
8	depressive	NO
8	disorder	NO
8	.	NO
9	Like	NO
9	Hippocrates	NO
9	,	NO
9	physicians	NO
9	throughout	NO
9	history	NO
9	have	NO
9	recognized	NO
9	that	NO
9	the	NO
9	symptoms	NO
9	of	NO
9	normal	NO
9	sadness	NO
9	and	NO
9	depressive	NO
9	disorder	NO
9	were	NO
9	similar	NO
9	.	NO
10	Depressive	NO
10	disorders	NO
10	differed	NO
10	from	NO
10	normal	NO
10	reactions	NO
10	because	NO
10	they	NO
10	either	NO
10	arose	NO
10	in	NO
10	the	NO
10	absence	NO
10	of	NO
10	situations	NO
10	that	NO
10	would	NO
10	normally	NO
10	produce	NO
10	sadness	NO
10	or	NO
10	were	NO
10	of	NO
10	disproportionate	NO
10	magnitude	NO
10	or	NO
10	duration	NO
10	relative	NO
10	to	NO
10	whatever	NO
10	cause	NO
10	provoked	NO
10	them	NO
10	.	NO
11	Such	NO
11	conditions	NO
11	indicated	NO
11	that	NO
11	something	NO
11	was	NO
11	wrong	NO
11	with	NO
11	the	NO
11	individual	NO
11	,	NO
11	not	NO
11	with	NO
11	his	NO
11	environment	NO
11	.	NO
12	Traditional	NO
12	psychiatry	NO
12	thus	NO
12	adopted	NO
12	a	NO
12	contextual	NO
12	approach	NO
12	to	NO
12	diagnosing	NO
12	a	NO
12	depressive	NO
12	disorder	NO
12	.	NO
13	Whether	NO
13	a	NO
13	condition	NO
13	was	NO
13	diagnosed	NO
13	as	NO
13	disordered	NO
13	depended	YES
13	not	NO
13	just	NO
13	on	YES
13	the	NO
13	symptoms	NO
13	,	NO
13	which	NO
13	might	NO
13	be	NO
13	similar	NO
13	in	NO
13	normal	NO
13	sadness	NO
13	,	NO
13	and	NO
13	not	NO
13	just	NO
13	on	YES
13	the	NO
13	condition	NO
13	’s	NO
13	severity	NO
13	,	NO
13	for	NO
13	normal	NO
13	sadness	NO
13	can	NO
13	be	NO
13	severe	NO
13	and	NO
13	disordered	NO
13	sadness	NO
13	moderate	NO
13	,	NO
13	but	NO
13	on	YES
13	the	NO
13	degree	NO
13	to	NO
13	which	NO
13	the	NO
13	symptoms	NO
13	were	NO
13	an	NO
13	understandable	NO
13	response	NO
13	to	NO
13	circumstances	NO
13	.	NO
14	The	NO
14	distinction	NO
14	between	NO
14	contextually	NO
14	appropriate	NO
14	sadness	NO
14	and	NO
14	depressive	NO
14	disorders	NO
14	remained	NO
14	largely	NO
14	unchanged	NO
14	for	NO
14	two	NO
14	and	NO
14	a	NO
14	half	NO
14	millennia	NO
14	.	NO
15	But	NO
15	the	NO
15	psychiatric	NO
15	profession	NO
15	abandoned	NO
15	this	NO
15	distinction	NO
15	in	NO
15	1980	NO
15	,	NO
15	when	NO
15	it	NO
15	published	NO
15	the	NO
15	third	NO
15	edition	NO
15	of	NO
15	its	NO
15	official	NO
15	diagnostic	NO
15	manual	NO
15	,	NO
15	the	NO
15	DSM-III	NO
15	.	NO
16	The	NO
16	definition	NO
16	of	NO
16	Major	NO
16	Depressive	NO
16	Disorder	NO
16	(	NO
16	MDD	NO
16	)	NO
16	became	NO
16	purely	NO
16	symptom	NO
16	-	NO
16	based	NO
16	.	NO
17	All	NO
17	conditions	NO
17	that	NO
17	display	NO
17	five	NO
17	or	NO
17	more	NO
17	of	NO
17	nine	NO
17	symptoms	NO
17	–	NO
17	including	NO
17	low	NO
17	mood	NO
17	,	NO
17	lack	NO
17	of	NO
17	pleasure	NO
17	,	NO
17	sleep	NO
17	and	NO
17	appetite	NO
17	difficulties	NO
17	,	NO
17	inability	NO
17	to	NO
17	concentrate	NO
17	,	NO
17	and	NO
17	fatigue	NO
17	–	NO
17	over	NO
17	a	NO
17	two	NO
17	-	NO
17	week	NO
17	period	NO
17	are	NO
17	now	NO
17	considered	NO
17	depressive	NO
17	disorders	NO
17	.	NO
18	The	NO
18	sole	NO
18	exception	NO
18	is	NO
18	complicated	NO
18	;	NO
18	grief	NO
18	-	NO
18	related	NO
18	depression	NO
18	.	NO
19	Symptoms	NO
19	otherwise	NO
19	meeting	NO
19	the	NO
19	DSM	NO
19	criteria	NO
19	are	NO
19	not	NO
19	considered	NO
19	disorders	NO
19	if	NO
19	they	NO
19	arise	NO
19	after	NO
19	the	NO
19	death	NO
19	of	NO
19	an	NO
19	intimate	NO
19	,	NO
19	do	NO
19	not	NO
19	last	NO
19	more	NO
19	than	NO
19	two	NO
19	months	NO
19	,	NO
19	and	NO
19	do	NO
19	not	NO
19	include	NO
19	certain	NO
19	particularly	NO
19	severe	NO
19	symptoms	NO
19	.	NO
20	Yet	NO
20	,	NO
20	comparable	NO
20	symptoms	NO
20	that	NO
20	arise	NO
20	after	NO
20	,	NO
20	say	NO
20	,	NO
20	dissolution	NO
20	of	NO
20	a	NO
20	romantic	NO
20	relationship	NO
20	,	NO
20	loss	NO
20	of	NO
20	a	NO
20	job	NO
20	,	NO
20	or	NO
20	diagnosis	NO
20	of	NO
20	a	NO
20	life	NO
20	-	NO
20	threatening	NO
20	illness	NO
20	are	NO
20	not	NO
20	excluded	NO
20	from	NO
20	diagnosis	NO
20	of	NO
20	disorders	NO
20	.	NO
21	The	NO
21	DSM-III	NO
21	’s	NO
21	confusion	NO
21	of	NO
21	normal	NO
21	intense	NO
21	sadness	NO
21	and	NO
21	depressive	NO
21	mental	NO
21	disorder	NO
21	,	NO
21	which	NO
21	persists	NO
21	to	NO
21	the	NO
21	present	NO
21	,	NO
21	emerged	NO
21	inadvertently	NO
21	from	NO
21	psychiatry	NO
21	’s	NO
21	response	NO
21	to	NO
21	challenges	NO
21	to	NO
21	the	NO
21	profession	NO
21	during	NO
21	the	NO
21	1970	NO
21	’s	NO
21	.	NO
22	A	NO
22	powerful	NO
22	group	NO
22	of	NO
22	research	NO
22	psychiatrists	NO
22	was	NO
22	dissatisfied	NO
22	with	NO
22	the	NO
22	definitions	NO
22	of	NO
22	depression	NO
22	and	NO
22	other	NO
22	common	NO
22	mental	NO
22	disorders	NO
22	in	NO
22	the	NO
22	earlier	NO
22	,	NO
22	psychoanalytically	NO
22	-	NO
22	influenced	NO
22	diagnostic	NO
22	manuals	NO
22	.	NO
23	These	NO
23	earlier	NO
23	definitions	NO
23	separated	NO
23	feelings	NO
23	of	NO
23	sadness	NO
23	proportionate	NO
23	to	NO
23	contextual	NO
23	loss	NO
23	from	NO
23	those	NO
23	excessive	NO
23	to	NO
23	their	NO
23	contexts	NO
23	,	NO
23	and	NO
23	defined	NO
23	only	NO
23	the	NO
23	latter	NO
23	as	NO
23	disordered	NO
23	.	NO
24	But	NO
24	they	NO
24	also	NO
24	assumed	NO
24	that	NO
24	unconscious	NO
24	,	NO
24	unresolved	NO
24	psychological	NO
24	conflicts	NO
24	caused	NO
24	depression	NO
24	.	NO
25	In	NO
25	order	NO
25	to	NO
25	abolish	NO
25	this	NO
25	unwarranted	NO
25	psychoanalytic	NO
25	assumption	NO
25	,	NO
25	the	NO
25	researchers	NO
25	abandoned	NO
25	the	NO
25	attempt	NO
25	to	NO
25	distinguish	NO
25	natural	NO
25	from	NO
25	disordered	NO
25	conditions	NO
25	by	NO
25	context	NO
25	or	NO
25	etiology	NO
25	and	NO
25	assumed	NO
25	that	NO
25	all	NO
25	conditions	NO
25	that	NO
25	met	NO
25	the	NO
25	symptom	NO
25	-	NO
25	based	NO
25	criteria	NO
25	were	NO
25	disordered	NO
25	.	NO
26	The	NO
26	new	NO
26	definition	NO
26	of	NO
26	depression	NO
26	has	NO
26	resulted	YES
26	in	YES
26	extensive	NO
26	medicalization	NO
26	of	NO
26	sadness	NO
26	.	NO
27	Parents	NO
27	whose	NO
27	child	NO
27	is	NO
27	seriously	NO
27	ill	NO
27	,	NO
27	spouses	NO
27	who	NO
27	discover	NO
27	their	NO
27	partners	NO
27	’	NO
27	extramarital	NO
27	affairs	NO
27	,	NO
27	or	NO
27	workers	NO
27	unexpectedly	NO
27	fired	NO
27	from	NO
27	valued	NO
27	jobs	NO
27	are	NO
27	defined	NO
27	as	NO
27	suffering	NO
27	mental	NO
27	disorders	NO
27	if	NO
27	they	NO
27	develop	NO
27	enough	NO
27	symptoms	NO
27	to	NO
27	meet	NO
27	the	NO
27	DSM	NO
27	criteria	NO
27	.	NO
28	This	NO
28	is	NO
28	so	NO
28	even	NO
28	if	NO
28	the	NO
28	symptoms	NO
28	disappear	NO
28	as	NO
28	soon	NO
28	as	NO
28	the	NO
28	child	NO
28	recovers	NO
